,DUSDBurnBot_DFIAmount,DUSDBurnBot_DUSDAmount,DUSDBurnBot_SumDUSDAmount,DUSDBurnBot2_DFIAmount,DUSDBurnBot2_DUSDAmount,DUSDBurnBot2_SumDUSDAmount
2022-10-30 19:00:00+00:00,-869.14399482,729.02830863,334479.3913155798,0.0,0.0,0.0
2022-10-30 20:00:00+00:00,-911.54126286,765.10397736,335244.4952929398,0.0,0.0,0.0
2022-10-30 21:00:00+00:00,-890.34262884,747.27939732,335991.77469025983,0.0,0.0,0.0
2022-10-30 22:00:00+00:00,-805.54809276,676.03387643,336667.80856668984,0.0,0.0,0.0
2022-10-30 23:00:00+00:00,-784.34945874,658.19172348,337326.00029016985,0.0,0.0,0.0
2022-10-31 00:00:00+00:00,-713.68734534,598.85826982,337924.85855998984,0.0,0.0,0.0
2022-10-31 01:00:00+00:00,-1059.931701,889.32496825,338814.18352823984,0.0,0.0,0.0
2022-10-31 02:00:00+00:00,-968.07095358,812.18140258,339626.36493081984,0.0,0.0,0.0
2022-10-31 03:00:00+00:00,-855.01157214,717.26892239,340343.63385320985,0.0,0.0,0.0
2022-10-31 04:00:00+00:00,-989.2695876,829.83551948,341173.46937268984,0.0,0.0,0.0
2022-10-31 05:00:00+00:00,-982.20337626,824.28980277,341997.75917545985,0.0,0.0,0.0
2022-10-31 06:00:00+00:00,-911.54126286,764.92712466,342762.68630011985,0.0,0.0,0.0
2022-10-31 07:00:00+00:00,-777.2832474,652.18409774,343414.87039785984,0.0,0.0,0.0
2022-10-31 08:00:00+00:00,-869.14399482,729.2033894,344144.0737872598,0.0,0.0,0.0
2022-10-31 09:00:00+00:00,-763.15082472,640.65694616,344784.7307334198,0.0,0.0,0.0
2022-10-31 10:00:00+00:00,-975.13716492,818.57705149,345603.30778490985,0.0,0.0,0.0
2022-10-31 11:00:00+00:00,-741.9521907,622.7597102,346226.06749510986,0.0,0.0,0.0
2022-10-31 12:00:00+00:00,-798.48188142,670.87078712,346896.9382822299,0.0,0.0,0.0
2022-10-31 13:00:00+00:00,-840.87914946,706.43809618,347603.37637840986,0.0,0.0,0.0
2022-10-31 14:00:00+00:00,-904.47505152,759.81124046,348363.1876188699,0.0,0.0,0.0
2022-10-31 15:00:00+00:00,-749.01840204,629.14569689,348992.3333157599,0.0,0.0,0.0
2022-10-31 16:00:00+00:00,-982.20337626,824.88983938,349817.2231551399,0.0,0.0,0.0
2022-10-31 17:00:00+00:00,-883.2764175,742.27074668,350559.49390181986,0.0,0.0,0.0
2022-10-31 18:00:00+00:00,-784.34945874,659.06825879,351218.5621606099,0.0,0.0,0.0
2022-10-31 19:00:00+00:00,-621.82659792,522.93353235,351741.49569295987,0.0,0.0,0.0
2022-10-31 20:00:00+00:00,-869.14399482,730.98750204,352472.48319499986,0.0,0.0,0.0
2022-10-31 21:00:00+00:00,-890.34262884,748.76134548,353221.24454047985,0.0,0.0,0.0
2022-10-31 22:00:00+00:00,-876.21020616,736.8190034,353958.06354387983,0.0,0.0,0.0
2022-10-31 23:00:00+00:00,-763.15082472,641.70095881,354599.7645026898,0.0,0.0,0.0
2022-11-01 00:00:00+00:00,-734.88597936,617.92399299,355217.6884956798,0.0,0.0,0.0
2022-11-01 01:00:00+00:00,-784.34945874,659.31158391,355877.00007958984,0.0,0.0,0.0
2022-11-01 02:00:00+00:00,-953.9385309,801.81365329,356678.8137328798,0.0,0.0,0.0
2022-11-01 03:00:00+00:00,-756.08461338,635.45064943,357314.2643823098,0.0,0.0,0.0
2022-11-01 04:00:00+00:00,-1038.73306698,872.93641586,358187.2007981698,0.0,0.0,0.0
2022-11-01 05:00:00+00:00,-918.6074742,771.77008686,358958.9708850298,0.0,0.0,0.0
2022-11-01 06:00:00+00:00,-770.21703606,647.05251248,359606.0233975098,0.0,0.0,0.0
2022-11-01 07:00:00+00:00,-777.2832474,652.95276267,360258.9761601798,0.0,0.0,0.0
2022-11-01 08:00:00+00:00,-784.34945874,658.83810263,360917.8142628098,0.0,0.0,0.0
2022-11-01 09:00:00+00:00,-883.2764175,741.95692098,361659.7711837898,0.0,0.0,0.0
2022-11-01 10:00:00+00:00,-770.21703606,647.24063273,362307.01181651984,0.0,0.0,0.0
2022-11-01 11:00:00+00:00,-826.74672678,695.49454696,363002.5063634798,0.0,0.0,0.0
2022-11-01 12:00:00+00:00,-791.41567008,665.71122287,363668.2175863498,0.0,0.0,0.0
2022-11-01 13:00:00+00:00,-784.34945874,659.72041059,364327.9379969398,0.0,0.0,0.0
2022-11-01 14:00:00+00:00,-791.41567008,665.60545414,364993.5434510798,0.0,0.0,0.0
2022-11-01 15:00:00+00:00,-791.41567008,665.54992014,365659.0933712198,0.0,0.0,0.0
2022-11-01 16:00:00+00:00,-862.07778348,724.92286741,366384.0162386298,0.0,0.0,0.0
2022-11-01 17:00:00+00:00,-918.6074742,772.37156302,367156.3878016498,0.0,0.0,0.0
2022-11-01 18:00:00+00:00,-777.2832474,653.44222959,367809.8300312398,0.0,0.0,0.0
2022-11-01 19:00:00+00:00,-791.41567008,667.07875581,368476.90878704976,0.0,0.0,0.0
2022-11-01 20:00:00+00:00,-876.21020616,738.49072441,369215.39951145975,0.0,0.0,0.0
2022-11-01 21:00:00+00:00,-770.21703606,649.05727793,369864.4567893898,0.0,0.0,0.0
2022-11-01 22:00:00+00:00,-953.9385309,803.86695374,370668.3237431298,0.0,0.0,0.0
2022-11-01 23:00:00+00:00,-798.48188142,674.21732518,371342.5410683098,0.0,0.0,0.0
2022-11-02 00:00:00+00:00,-869.14399482,734.90852171,372077.4495900198,0.0,0.0,0.0
2022-11-02 01:00:00+00:00,-876.21020616,740.82418378,372818.2737737998,0.0,0.0,0.0
2022-11-02 02:00:00+00:00,-946.87231956,800.45545587,373618.72922966984,0.0,0.0,0.0
2022-11-02 03:00:00+00:00,-961.00474224,812.3371135,374431.06634316983,0.0,0.0,0.0
2022-11-02 04:00:00+00:00,-961.00474224,812.27150503,375243.3378481998,0.0,0.0,0.0
2022-11-02 05:00:00+00:00,-741.9521907,627.09091425,375870.4287624498,0.0,0.0,0.0
2022-11-02 06:00:00+00:00,-996.33579894,842.03168345,376712.4604458998,0.0,0.0,0.0
2022-11-02 07:00:00+00:00,-904.47505152,764.34369742,377476.8041433198,0.0,0.0,0.0
2022-11-02 08:00:00+00:00,-869.14399482,734.43528388,378211.23942719976,0.0,0.0,0.0
2022-11-02 09:00:00+00:00,-1024.6006443,865.71157548,379076.95100267977,0.0,0.0,0.0
2022-11-02 10:00:00+00:00,-770.21703606,653.08030207,379730.0313047498,0.0,0.0,0.0
2022-11-02 11:00:00+00:00,-855.01157214,724.27534721,380454.3066519598,0.0,0.0,0.0
2022-11-02 12:00:00+00:00,-812.6143041,688.38542079,381142.6920727498,0.0,0.0,0.0
2022-11-02 13:00:00+00:00,-628.89280926,532.7004423,381675.3925150498,0.0,0.0,0.0
2022-11-02 14:00:00+00:00,-678.35628864,574.56056119,382249.9530762398,0.0,0.0,0.0
2022-11-02 15:00:00+00:00,-671.2900773,568.53683986,382818.4899160998,0.0,0.0,0.0
2022-11-02 16:00:00+00:00,-685.42249998,580.4681286,383398.9580446998,0.0,0.0,0.0
2022-11-02 17:00:00+00:00,-833.81293812,706.07622307,384105.0342677698,0.0,0.0,0.0
2022-11-02 18:00:00+00:00,-833.81293812,706.34599139,384811.3802591598,0.0,0.0,0.0
2022-11-02 19:00:00+00:00,-826.74672678,700.38207534,385511.7623344998,0.0,0.0,0.0
2022-11-02 20:00:00+00:00,-953.9385309,808.00337587,386319.7657103698,0.0,0.0,0.0
2022-11-02 21:00:00+00:00,-904.47505152,766.01786413,387085.7835744998,0.0,0.0,0.0
2022-11-02 22:00:00+00:00,-904.47505152,765.94175588,387851.7253303798,0.0,0.0,0.0
2022-11-02 23:00:00+00:00,-1017.53443296,861.57072505,388713.2960554298,0.0,0.0,0.0
2022-11-03 00:00:00+00:00,-939.80610822,795.68954801,389508.9856034398,0.0,0.0,0.0
2022-11-03 01:00:00+00:00,-855.01157214,723.84310847,390232.8287119098,0.0,0.0,0.0
2022-11-03 02:00:00+00:00,-876.21020616,741.73300635,390974.5617182598,0.0,0.0,0.0
2022-11-03 03:00:00+00:00,-862.07778348,729.74065468,391704.3023729398,0.0,0.0,0.0
2022-11-03 04:00:00+00:00,-996.33579894,843.32283573,392547.6252086698,0.0,0.0,0.0
2022-11-03 05:00:00+00:00,-890.34262884,753.55337456,393301.17858322983,0.0,0.0,0.0
2022-11-03 06:00:00+00:00,-939.80610822,795.35458617,394096.53316939983,0.0,0.0,0.0
2022-11-03 07:00:00+00:00,-770.21703606,651.78952771,394748.32269710983,0.0,0.0,0.0
2022-11-03 08:00:00+00:00,-890.34262884,753.38007277,395501.70276987983,0.0,0.0,0.0
2022-11-03 09:00:00+00:00,-812.6143041,687.5536678,396189.2564376798,0.0,0.0,0.0
2022-11-03 10:00:00+00:00,-784.34945874,663.64575517,396852.9021928498,0.0,0.0,0.0
2022-11-03 11:00:00+00:00,-812.6143041,687.97930606,397540.8814989098,0.0,0.0,0.0
2022-11-03 12:00:00+00:00,-932.73989688,789.61951572,398330.5010146298,0.0,0.0,0.0
2022-11-03 13:00:00+00:00,-961.00474224,813.48013656,399143.9811511898,0.0,0.0,0.0
2022-11-03 14:00:00+00:00,-862.07778348,729.68350043,399873.6646516198,0.0,0.0,0.0
2022-11-03 15:00:00+00:00,-805.54809276,681.76407196,400555.4287235798,0.0,0.0,0.0
2022-11-03 16:00:00+00:00,-664.22386596,562.16394226,401117.5926658398,0.0,0.0,0.0
2022-11-03 17:00:00+00:00,-890.34262884,753.48810718,401871.0807730198,0.0,0.0,0.0
2022-11-03 18:00:00+00:00,-897.40884018,759.40912182,402630.4898948398,0.0,0.0,0.0
2022-11-03 19:00:00+00:00,-855.01157214,723.47038535,403353.9602801898,0.0,0.0,0.0
2022-11-03 20:00:00+00:00,-925.67368554,783.16811395,404137.1283941398,0.0,0.0,0.0
2022-11-03 21:00:00+00:00,-904.47505152,765.13676049,404902.26515462983,0.0,0.0,0.0
2022-11-03 22:00:00+00:00,-904.47505152,765.04019283,405667.30534745986,0.0,0.0,0.0
2022-11-03 23:00:00+00:00,-657.15765462,555.80891569,406223.11426314985,0.0,0.0,0.0
2022-11-04 00:00:00+00:00,-932.73989688,788.83741176,407011.95167490985,0.0,0.0,0.0
2022-11-04 01:00:00+00:00,-805.54809276,681.21851681,407693.17019171984,0.0,0.0,0.0
2022-11-04 02:00:00+00:00,-805.54809276,681.17192716,408374.34211887984,0.0,0.0,0.0
2022-11-04 03:00:00+00:00,-819.68051544,693.07661946,409067.41873833985,0.0,0.0,0.0
2022-11-04 04:00:00+00:00,-777.2832474,657.19705883,409724.61579716986,0.0,0.0,0.0
2022-11-04 05:00:00+00:00,-862.07778348,728.85892264,410453.47471980983,0.0,0.0,0.0
2022-11-04 06:00:00+00:00,-791.41567008,669.06877556,411122.54349536984,0.0,0.0,0.0
2022-11-04 07:00:00+00:00,-1017.53443296,860.17079483,411982.71429019986,0.0,0.0,0.0
2022-11-04 08:00:00+00:00,-741.9521907,627.16407104,412609.87836123985,0.0,0.0,0.0
2022-11-04 09:00:00+00:00,-996.33579894,842.07133676,413451.94969799987,0.0,0.0,0.0
2022-11-04 10:00:00+00:00,-975.13716492,824.0715514,414276.02124939987,0.0,0.0,0.0
2022-11-04 11:00:00+00:00,-664.22386596,561.38022056,414837.4014699599,0.0,0.0,0.0
2022-11-04 12:00:00+00:00,-869.14399482,749.60074791,415587.00221786986,0.0,0.0,0.0
2022-11-04 13:00:00+00:00,-840.87914946,725.1369078,416312.13912566984,0.0,0.0,0.0
2022-11-04 14:00:00+00:00,-756.08461338,652.01859484,416964.15772050986,0.0,0.0,0.0
2022-11-04 15:00:00+00:00,-897.40884018,774.38344118,417738.54116168985,0.0,0.0,0.0
2022-11-04 16:00:00+00:00,-918.6074742,792.75537057,418531.29653225985,0.0,0.0,0.0
2022-11-04 17:00:00+00:00,-953.9385309,823.26763743,419354.56416968984,0.0,0.0,0.0
2022-11-04 18:00:00+00:00,-840.87914946,725.62745257,420080.19162225985,0.0,0.0,0.0
2022-11-04 19:00:00+00:00,-911.54126286,786.55029765,420866.74191990984,0.0,0.0,0.0
2022-11-04 20:00:00+00:00,-819.68051544,706.97314166,421573.7150615698,0.0,0.0,0.0
2022-11-04 21:00:00+00:00,-883.2764175,761.98694739,422335.70200895984,0.0,0.0,0.0
2022-11-04 22:00:00+00:00,-756.08461338,652.19525537,422987.89726432983,0.0,0.0,0.0
2022-11-04 23:00:00+00:00,-805.54809276,695.02311666,423682.92038098985,0.0,0.0,0.0
2022-11-05 00:00:00+00:00,-579.42932988,499.88921295,424182.80959393986,0.0,0.0,0.0
2022-11-05 01:00:00+00:00,-989.2695876,853.41257763,425036.2221715699,0.0,0.0,0.0
2022-11-05 02:00:00+00:00,-798.48188142,688.76309451,425724.9852660799,0.0,0.0,0.0
2022-11-05 03:00:00+00:00,-784.34945874,676.62863795,426401.6139040299,0.0,0.0,0.0
2022-11-05 04:00:00+00:00,-847.9453608,731.43345371,427133.0473577399,0.0,0.0,0.0
2022-11-05 05:00:00+00:00,-1024.6006443,883.74526163,428016.79261936987,0.0,0.0,0.0
2022-11-05 06:00:00+00:00,-918.6074742,792.25358027,428809.04619963985,0.0,0.0,0.0
2022-11-05 07:00:00+00:00,-869.14399482,749.57639084,429558.62259047985,0.0,0.0,0.0
2022-11-05 08:00:00+00:00,-890.34262884,767.8165167,430326.4391071799,0.0,0.0,0.0
2022-11-05 09:00:00+00:00,-805.54809276,694.74080156,431021.17990873987,0.0,0.0,0.0
2022-11-05 10:00:00+00:00,-720.75355668,621.56958534,431642.74949407985,0.0,0.0,0.0
2022-11-05 11:00:00+00:00,-784.34945874,676.38856053,432319.1380546098,0.0,0.0,0.0
2022-11-05 12:00:00+00:00,-939.80610822,810.39999463,433129.53804923984,0.0,0.0,0.0
2022-11-05 13:00:00+00:00,-876.21020616,755.47140872,433885.00945795985,0.0,0.0,0.0
2022-11-05 14:00:00+00:00,-975.13716492,840.65021443,434725.65967238985,0.0,0.0,0.0
2022-11-05 15:00:00+00:00,-862.07778348,743.11747012,435468.7771425099,0.0,0.0,0.0
2022-11-05 16:00:00+00:00,-869.14399482,749.41551162,436218.1926541299,0.0,0.0,0.0
2022-11-05 17:00:00+00:00,-883.2764175,761.46311727,436979.65577139985,0.0,0.0,0.0
2022-11-05 18:00:00+00:00,-869.14399482,749.3349562,437728.9907275998,0.0,0.0,0.0
2022-11-05 19:00:00+00:00,-628.89280926,542.16335307,438271.1540806698,0.0,0.0,0.0
2022-11-05 20:00:00+00:00,-819.68051544,706.63080431,438977.78488497983,0.0,0.0,0.0
2022-11-05 21:00:00+00:00,-713.68734534,615.224543,439593.0094279798,0.0,0.0,0.0
2022-11-05 22:00:00+00:00,-812.6143041,700.46204828,440293.4714762598,0.0,0.0,0.0
2022-11-05 23:00:00+00:00,-840.87914946,724.78329567,441018.2547719298,0.0,0.0,0.0
2022-11-06 00:00:00+00:00,-685.42249998,590.76439417,441609.01916609984,0.0,0.0,0.0
2022-11-06 01:00:00+00:00,-953.9385309,822.13939507,442431.1585611698,0.0,0.0,0.0
2022-11-06 02:00:00+00:00,-904.47505152,779.546797,443210.7053581698,0.0,0.0,0.0
2022-11-06 03:00:00+00:00,-953.9385309,822.31564866,444033.0210068298,0.0,0.0,0.0
2022-11-06 04:00:00+00:00,-897.40884018,773.54525311,444806.5662599398,0.0,0.0,0.0
2022-11-06 05:00:00+00:00,-812.6143041,700.40499626,445506.9712561998,0.0,0.0,0.0
2022-11-06 06:00:00+00:00,-869.14399482,749.07509423,446256.0463504298,0.0,0.0,0.0
2022-11-06 07:00:00+00:00,-876.21020616,755.11423383,447011.16058425984,0.0,0.0,0.0
2022-11-06 08:00:00+00:00,-791.41567008,681.95013311,447693.1107173698,0.0,0.0,0.0
2022-11-06 09:00:00+00:00,-734.88597936,633.22086422,448326.3315815898,0.0,0.0,0.0
2022-11-06 10:00:00+00:00,-706.621134,608.87121176,448935.2027933498,0.0,0.0,0.0
2022-11-06 11:00:00+00:00,-763.15082472,658.34589873,449593.5486920798,0.0,0.0,0.0
2022-11-06 12:00:00+00:00,-812.6143041,700.95688843,450294.5055805098,0.0,0.0,0.0
2022-11-06 13:00:00+00:00,-826.74672678,713.11804506,451007.6236255698,0.0,0.0,0.0
2022-11-06 14:00:00+00:00,-791.41567008,682.62113775,451690.2447633198,0.0,0.0,0.0
2022-11-06 15:00:00+00:00,-840.87914946,725.28925643,452415.5340197498,0.0,0.0,0.0
2022-11-06 16:00:00+00:00,-819.68051544,707.09729715,453122.6313168998,0.0,0.0,0.0
2022-11-06 17:00:00+00:00,-855.01157214,737.59500529,453860.2263221898,0.0,0.0,0.0
2022-11-06 18:00:00+00:00,-1010.46822162,871.71156914,454731.9378913298,0.0,0.0,0.0
2022-11-06 19:00:00+00:00,-791.41567008,682.72049946,455414.6583907898,0.0,0.0,0.0
2022-11-06 20:00:00+00:00,-734.88597936,633.89590574,456048.5542965298,0.0,0.0,0.0
2022-11-06 21:00:00+00:00,-1010.46822162,871.53576267,456920.0900591998,0.0,0.0,0.0
2022-11-06 22:00:00+00:00,-911.54126286,786.15811409,457706.24817328976,0.0,0.0,0.0
2022-11-06 23:00:00+00:00,-1010.46822162,871.27300442,458577.52117770974,0.0,0.0,0.0
2022-11-07 00:00:00+00:00,-784.34945874,676.22177515,459253.7429528597,0.0,0.0,0.0
2022-11-07 01:00:00+00:00,-685.42249998,590.89394395,459844.63689680974,0.0,0.0,0.0
2022-11-07 02:00:00+00:00,-911.54126286,785.77275644,460630.4096532497,0.0,0.0,0.0
2022-11-07 03:00:00+00:00,-883.2764175,761.33049794,461391.74015118973,0.0,0.0,0.0
2022-11-07 04:00:00+00:00,-932.73989688,803.85313615,462195.5932873397,0.0,0.0,0.0
2022-11-07 05:00:00+00:00,-939.80610822,809.87595236,463005.4692396997,0.0,0.0,0.0
2022-11-07 06:00:00+00:00,-897.40884018,773.30030327,463778.7695429697,0.0,0.0,0.0
2022-11-07 07:00:00+00:00,-975.13716492,840.46101118,464619.2305541497,0.0,0.0,0.0
2022-11-07 08:00:00+00:00,-812.6143041,700.33611263,465319.5666667797,0.0,0.0,0.0
2022-11-07 09:00:00+00:00,-883.2764175,761.18566159,466080.7523283697,0.0,0.0,0.0
2022-11-07 10:00:00+00:00,-784.34945874,675.87037261,466756.6227009797,0.0,0.0,0.0
2022-11-07 11:00:00+00:00,-770.21703606,662.84546557,467419.4681665497,0.0,0.0,0.0
2022-11-07 12:00:00+00:00,-784.34945874,674.93723665,468094.40540319966,0.0,0.0,0.0
2022-11-07 13:00:00+00:00,-932.73989688,802.57665868,468896.98206187965,0.0,0.0,0.0
2022-11-07 14:00:00+00:00,-720.75355668,620.13852315,469517.12058502965,0.0,0.0,0.0
2022-11-07 15:00:00+00:00,-798.48188142,686.96900753,470204.08959255967,0.0,0.0,0.0
2022-11-07 16:00:00+00:00,-706.621134,607.89170649,470811.9812990497,0.0,0.0,0.0
2022-11-07 17:00:00+00:00,-819.68051544,705.05336584,471517.0346648897,0.0,0.0,0.0
2022-11-07 18:00:00+00:00,-840.87914946,723.2881909,472240.3228557897,0.0,0.0,0.0
2022-11-07 19:00:00+00:00,-826.74672678,711.01860574,472951.34146152966,0.0,0.0,0.0
2022-11-07 20:00:00+00:00,-925.67368554,796.06138755,473747.4028490797,0.0,0.0,0.0
2022-11-07 21:00:00+00:00,-890.34262884,765.71160796,474513.1144570397,0.0,0.0,0.0
2022-11-07 22:00:00+00:00,-876.21020616,753.53761845,475266.6520754897,0.0,0.0,0.0
2022-11-07 23:00:00+00:00,-961.00474224,826.41206281,476093.06413829967,0.0,0.0,0.0
2022-11-08 00:00:00+00:00,-784.34945874,674.43354503,476767.4976833297,0.0,0.0,0.0
2022-11-08 01:00:00+00:00,-727.81976802,625.78490985,477393.28259317967,0.0,0.0,0.0
2022-11-08 02:00:00+00:00,-847.9453608,729.11993839,478122.40253156965,0.0,0.0,0.0
2022-11-08 03:00:00+00:00,-664.22386596,571.09571845,478693.4982500196,0.0,0.0,0.0
2022-11-08 04:00:00+00:00,-904.47505152,777.60845978,479471.1067097996,0.0,0.0,0.0
2022-11-08 05:00:00+00:00,-925.67368554,795.76893898,480266.8756487796,0.0,0.0,0.0
2022-11-08 06:00:00+00:00,-798.48188142,686.39146083,480953.2671096096,0.0,0.0,0.0
2022-11-08 07:00:00+00:00,-953.9385309,819.96320968,481773.2303192896,0.0,0.0,0.0
2022-11-08 08:00:00+00:00,-897.40884018,771.27831613,482544.5086354196,0.0,0.0,0.0
2022-11-08 09:00:00+00:00,-897.40884018,771.21475902,483315.7233944396,0.0,0.0,0.0
2022-11-08 10:00:00+00:00,-840.87914946,722.86373185,484038.5871262896,0.0,0.0,0.0
2022-11-08 11:00:00+00:00,-925.67368554,795.62593083,484834.21305711963,0.0,0.0,0.0
2022-11-08 12:00:00+00:00,-890.34262884,766.54246721,485600.7555243296,0.0,0.0,0.0
2022-11-08 13:00:00+00:00,-798.48188142,687.3807509,486288.1362752296,0.0,0.0,0.0
2022-11-08 14:00:00+00:00,-706.621134,608.2608228,486896.3970980296,0.0,0.0,0.0
2022-11-08 15:00:00+00:00,-819.68051544,705.53336,487601.9304580296,0.0,0.0,0.0
2022-11-08 16:00:00+00:00,-749.01840204,644.65531149,488246.5857695196,0.0,0.0,0.0
2022-11-08 17:00:00+00:00,-961.00474224,827.02430634,489073.61007585964,0.0,0.0,0.0
2022-11-08 18:00:00+00:00,-869.14399482,747.79543017,489821.40550602967,0.0,0.0,0.0
2022-11-08 19:00:00+00:00,-883.2764175,759.96364698,490581.36915300967,0.0,0.0,0.0
2022-11-08 20:00:00+00:00,-805.54809276,693.45588515,491274.8250381597,0.0,0.0,0.0
2022-11-08 21:00:00+00:00,-763.15082472,657.43182484,491932.2568629997,0.0,0.0,0.0
2022-11-08 22:00:00+00:00,-897.40884018,773.02684355,492705.2837065497,0.0,0.0,0.0
2022-11-08 23:00:00+00:00,-770.21703606,662.70155911,493367.9852656597,0.0,0.0,0.0
2022-11-09 00:00:00+00:00,-791.41567008,681.28730225,494049.2725679097,0.0,0.0,0.0
2022-11-09 01:00:00+00:00,-918.6074742,790.55339249,494839.8259603997,0.0,0.0,0.0
2022-11-09 02:00:00+00:00,-777.2832474,668.75168684,495508.5776472397,0.0,0.0,0.0
2022-11-09 03:00:00+00:00,-798.48188142,689.65510828,496198.23275551974,0.0,0.0,0.0
2022-11-09 04:00:00+00:00,-932.73989688,804.62112955,497002.8538850697,0.0,0.0,0.0
2022-11-09 05:00:00+00:00,-961.00474224,828.71041906,497831.56430412974,0.0,0.0,0.0
2022-11-09 06:00:00+00:00,-833.81293812,718.85672511,498550.4210292397,0.0,0.0,0.0
2022-11-09 07:00:00+00:00,-833.81293812,718.16825121,499268.5892804497,0.0,0.0,0.0
2022-11-09 08:00:00+00:00,-819.68051544,706.01584776,499974.60512820975,0.0,0.0,0.0
2022-11-09 09:00:00+00:00,-756.08461338,651.18102196,500625.78615016973,0.0,0.0,0.0
2022-11-09 10:00:00+00:00,-791.41567008,681.23346303,501307.01961319975,0.0,0.0,0.0
2022-11-09 11:00:00+00:00,-741.9521907,638.68320602,501945.70281921973,0.0,0.0,0.0
2022-11-09 12:00:00+00:00,-904.47505152,778.06821076,502723.77102997975,0.0,0.0,0.0
2022-11-09 13:00:00+00:00,-925.67368554,794.3297935,503518.10082347976,0.0,0.0,0.0
2022-11-09 14:00:00+00:00,-749.01840204,642.56338912,504160.66421259975,0.0,0.0,0.0
2022-11-09 15:00:00+00:00,-805.54809276,690.66989703,504851.33410962974,0.0,0.0,0.0
2022-11-09 16:00:00+00:00,-883.2764175,757.290818,505608.6249276297,0.0,0.0,0.0
2022-11-09 17:00:00+00:00,-741.9521907,636.52696107,506245.15188869974,0.0,0.0,0.0
2022-11-09 18:00:00+00:00,-819.68051544,702.59982135,506947.75171004975,0.0,0.0,0.0
2022-11-09 19:00:00+00:00,-932.73989688,799.08284282,507746.8345528697,0.0,0.0,0.0
2022-11-09 20:00:00+00:00,-890.34262884,758.97969803,508505.8142508997,0.0,0.0,0.0
2022-11-09 21:00:00+00:00,-932.73989688,788.49632497,509294.3105758697,0.0,0.0,0.0
2022-11-09 22:00:00+00:00,-1031.66685564,871.98837648,510166.2989523497,0.0,0.0,0.0
2022-11-09 23:00:00+00:00,-961.00474224,811.08219355,510977.3811458997,0.0,0.0,0.0
2022-11-10 00:00:00+00:00,-946.87231956,798.00067199,511775.3818178897,0.0,0.0,0.0
2022-11-10 01:00:00+00:00,-889.71316998,749.03769808,512524.4195159697,0.0,0.0,0.0
2022-11-10 02:00:00+00:00,-958.9693899,808.35377155,513332.7732875197,0.0,0.0,0.0
2022-11-10 03:00:00+00:00,-771.34494405,647.71821839,513980.4915059097,0.0,0.0,0.0
2022-11-10 04:00:00+00:00,-729.65062275,612.15882137,514592.6503272797,0.0,0.0,0.0
2022-11-10 05:00:00+00:00,-806.0902118,682.16604332,515274.81637059967,0.0,0.0,0.0
2022-11-10 06:00:00+00:00,-674.05819435,567.05680405,515841.87317464966,0.0,0.0,0.0
2022-11-10 07:00:00+00:00,-840.83547955,708.17598355,516550.0491581997,0.0,0.0,0.0
2022-11-10 08:00:00+00:00,-792.1921047,665.83077101,517215.8799292097,0.0,0.0,0.0
2022-11-10 09:00:00+00:00,-722.7015692,607.0321965,517822.9121257097,0.0,0.0,0.0
2022-11-10 10:00:00+00:00,-813.03926535,681.86802672,518504.7801524297,0.0,0.0,0.0
2022-11-10 11:00:00+00:00,-952.02033635,799.38577152,519304.16592394974,0.0,0.0,0.0
2022-11-10 12:00:00+00:00,-896.42790795,752.10653911,520056.27246305975,0.0,0.0,0.0
2022-11-10 13:00:00+00:00,-708.8034621,593.43018207,520649.70264512976,0.0,0.0,0.0
2022-11-10 14:00:00+00:00,-792.1921047,661.56441079,521311.26705591974,0.0,0.0,0.0
2022-11-10 15:00:00+00:00,-757.44683695,632.5463333,521943.81338921975,0.0,0.0,0.0
2022-11-10 16:00:00+00:00,-722.7015692,610.02647418,522553.83986339974,0.0,0.0,0.0
2022-11-10 17:00:00+00:00,-979.81655055,826.61315004,523380.4530134397,0.0,0.0,0.0
2022-11-10 18:00:00+00:00,-861.6826402,726.54910676,524107.00212019973,0.0,0.0,0.0
2022-11-10 19:00:00+00:00,-806.0902118,679.62661942,524786.6287396197,0.0,0.0,0.0
2022-11-10 20:00:00+00:00,-945.0712828,796.84070358,525583.4694431997,0.0,0.0,0.0
2022-11-10 21:00:00+00:00,-792.1921047,667.62729554,526251.0967387396,0.0,0.0,0.0
2022-11-10 22:00:00+00:00,-903.3769615,761.28707358,527012.3838123196,0.0,0.0,0.0
2022-11-10 23:00:00+00:00,-715.75251565,603.12878124,527615.5125935596,0.0,0.0,0.0
2022-11-11 00:00:00+00:00,-806.0902118,679.30158489,528294.8141784496,0.0,0.0,0.0
2022-11-11 01:00:00+00:00,-917.2750686,772.92612778,529067.7403062296,0.0,0.0,0.0
2022-11-11 02:00:00+00:00,-764.3958905,643.47088497,529711.2111911996,0.0,0.0,0.0
2022-11-11 03:00:00+00:00,-896.42790795,754.36795174,530465.5791429396,0.0,0.0,0.0
2022-11-11 04:00:00+00:00,-826.93737245,695.80047852,531161.3796214596,0.0,0.0,0.0
2022-11-11 05:00:00+00:00,-743.54872985,625.59368211,531786.9733035696,0.0,0.0,0.0
2022-11-11 06:00:00+00:00,-847.7845331,712.72297775,532499.6962813196,0.0,0.0,0.0
2022-11-11 07:00:00+00:00,-806.0902118,677.90751434,533177.6037956596,0.0,0.0,0.0
