address,balance,mnAddressAPI,timelock,mnAddressCakeAPI
dZcHjYhKtEM88TtZLjp314H2xZjkztXtRc,25927631.048142,False,,False
dXHVx3w3rMLiw38iJ57VmS8kL4KSVa71yG,24000000.0,False,,False
dRPtJCcMqjTcf1nQ1opoHZWnQ9bqW5peqN,9499999.99999832,False,,False
dRdfdw59dUeMTCmdT5MbSAounrCvT5fxH3,6441339.4942209,False,,False
df1qen2yeezhpr0hc6n6nee5ylm97udmhzyufu0rkv,6316441.76095221,False,,False
dUo6Kc6SXTtDZKkd1M7AABsTjwD9G5pYeq,2970448.575352,False,,False
dF3GuAWUE3jy59Ncw9i9Hr54bHRZMPu2bf,1159815.87582514,False,,False
8RPZm7SVUNhGN1RgGY3R92rvRkZBwETrCX,1000000.0,True,,False
8KRsoeCRKHUFFmAGGJbRBAgraXiUPUVuXn,1000000.0,True,,False
8PuErAcazqccCVzRcc8vJ3wFaZGm4vFbLe,1000000.0,True,,False
df1qgwqfl5mtjx07t7xyu4v6yragng5gdr8gc6mrk8,982280.49953049,False,,False
dZFYejknFdHMHNfHMNQAtwihzvq7DkzV49,800000.00001,False,,False
dHxnJ5rikrzFSLe7UA72B6k7tP2H2mUdiX,549129.6300677,False,,False
dQJcPfpAKthDdGx7wry2pdyXsawbMxYGwf,499999.99998992,False,,False
dagcgtKmgXA3dMybXJHvG8U6ctiGLP4uCW,414767.0638641,False,,False
df1q9pvu207lqax0t2ydpqk33d3xae9tys94rz6u23,408356.51780382,False,,False
df1q8r0jcc6zkxc449qajcclex99pmeddflwve7hw5,324511.25859514,False,,False
df1qyterunymayfcmhm7s8mt7vyrxt805vf99sknld,294399.29090437,False,,False
df1q376ej8a8feqdgpz3m73p8gxf8zwv6w5w5tchz3,240199.86631748,False,,False
dMyoA4uens9LRBHmFKRcTvCjYs4KoEMpxS,223616.72099873,False,,False
df1qjmt66ngfltqruhtqry2vp4ph6uk97x9awgngs8,214657.47780041,False,,False
df1q63vr02shwjwfe5zjlydp4rqrrntm6k6c42hwhg,200000.7,False,,False
dENTuSVpNQwXnhbPGgoknHMhobZWQFVuzs,189594.75215874,False,,False
df1qp530rjj8p0yan5wxnqvn2ssnhmedm024zpjs69,185163.15988253,False,,False
8GwyM6zpSzzqB8QEwYkPWeQjcBriHD2Jkz,163850.34017051,False,,False
daXaJBkM8GFq6DDKqb7HjgBtaNGXAwbpnh,119999.8,False,,False
dc366ULwHkrJqxgV551dHDQJmoHShXNQi5,106698.58397001,False,,False
dKBmtc4qNS9U4wvrS7LDikXhVehsnAAgrA,105003.14241043,False,,False
dJgAVQhVt94Q2i9B3aAeMzB5HVfeHEtDV1,103908.13151911,False,,False
df1qf9qw2v8n8xhnd6430np7vepe66ggx4v3puz578,102686.64461575,False,,False
df1ql9pnqm53p0h5xxny3xl8y3yhuus99hd4jz5lgm,81263.06121291,False,,False
dKjQW9MaCCswbWnuSGXrjWGT5Mhd7bW5eF,80005.79398734,False,,False
df1q0e59kaln98hmneavspwj3rne6v2t5saaav8xlr,63615.60595532,False,,False
df1qf3uzneu45f67wamgavwq4s4l8c6l5hj4xw47dv,55001.79998461,False,,False
dW7UtZyMbnp5hprbBF7xzL4BpkQp6B489a,54739.04018781,False,,False
dLhjAnM1euMTSfakKgDoes6UukZVmshUkC,54508.55932904,False,,False
8Proq458GqiGXgpchDUCsnzwvEZUkcvYe6,50079.2544343,True,10 years,False
dMnDbpC2oMWntiELSjEM7Z7Tfd92kTXc1m,50000.81701721,False,,False
8SYMR5DF2nyRy9PwhcdmHcmvP3gh6swopD,49001.60459164,False,,False
df1qwrwfzq63dxhwc32ac988mv94gseens8ual6pvh,47574.06896006,False,,False
df1q0jrmrjrxtmcvywacc8mwnxz8m2x7jnl5n2n8jm,43224.35231633,False,,False
8GH6afcAGA6C4yyWmuzwYtc2b31A5pHkDS,38703.0256192,True,10 years,False
dV1kT4qQpVS6dV354HMhqQmpS5E2f6KVnU,37499.99890664,False,,False
df1qqqst2la7vu694lpszazyyt5zts9pjupfyrw6xc,35351.57608945,False,,False
8ZGXkMUQqQJTCGRapmWtWXFaZDQNnVTps3,34897.65429214,True,10 years,False
8FLCrK8nkk4m7juASw5JFadK7tU8sesrth,34652.70813921,True,10 years,False
df1q6x6vt848tku0lfldtcnfrsdrewkgc5gf8k5n7g,34605.89146812,False,,False
df1ql8xuemdmxl0tpffq5qnyypqenkn62g8vhx2c7l,33226.33377198,False,,False
8M5heVSsMmvLe9YfzkgvyhesvVoFfcdbSF,31200.906857,True,10 years,False
8THicrgGdGj11wnsXjv44y4gjkwa4JgqSj,31002.6050383,True,10 years,False
8XExrDbhYJJ6gB9amgfmzcPMU2r3BRT1UZ,30849.2003481,True,,False
8Gb9Gv41MWxKuRjzGRSmkiHBXEURYgvmnB,30597.53729142,True,10 years,False
8cLQDVDC8TgwgGTpwoGhetWY5MHexpJU1n,30591.90051584,True,,False
8Ukn7qcrR8eR5CLQ1MHqfniHHtXbREZZqA,30467.16439738,True,10 years,False
8dCvHbMD8gvmWXCX5GxyfJuYNo51b9E9Cf,30402.21615164,True,10 years,False
8SN1nxM6csh1BJoxCAKS6HVFN6uLZaZ5FU,30400.74932495,True,10 years,False
8SbVHktwHDvRsrxK4DmYpBuQH8jsgbLV85,30384.29544355,True,,False
8dTu3vyqMbP8rnQgzPkZjJGBprokAX7yCW,30376.87980823,True,,False
8Pvh346yxof21Rm2icAxPx8m1Bbr17Snks,30371.67924481,True,,False
8bsMdnp97jeRCu6qgoQ2siqq4GYTo3RNPn,30304.5979474,True,10 years,False
8HN4ovMWKYf16Nkto3GjtzU3wKYK4ykq2M,30298.41850316,True,,False
8Jh5Bwon2zsGUWNPrsR7chV4eHZDPwCEXg,30279.30932385,True,,False
8a2hZquYCRKe9oL1w6BFS6FsN66dNtpzyy,30259.72125057,True,10 years,False
8GpahirBiKFbAyjXtZggr4s81J7Chp9N14,30236.59727527,True,10 years,False
8VEjgZFGg4g2HM8eGZAmNEZhp7s3ucYo8Z,30233.60521217,True,,False
8KZ2MHXiwDiZb7eZ1GLrbwQru6nhPp1u8Z,30227.00417615,True,,False
8KhVbkkHpCUp4Hzzc1jCHm7HE3qZ5BDwqy,30220.82350029,True,,False
8JKyjTntV6gjheb8hfqmwbpzygZAS8zH9f,30216.63390668,True,10 years,False
8a45PcDhy7a2tFSMrNb3HFWqkbTPWbLX7a,30166.33743497,True,,False
8X4LuiZY3EXnnp3GrKqkMPTXdgyqqwaCqT,30159.90689884,True,10 years,False
8VFZYvJXBxjBDm35QigXHNhY3kyZtEYzAB,30140.46779467,True,10 years,False
8RRK1Y514kDaLzFcLN3rnEU8wHHDjqExaS,30131.20092262,True,,False
8PChxq8zcxoeubMye9CdnWm8JH8tbNhrrn,30125.43618395,True,,False
8cGWJNFfr6HTWpPWieD67sBh9NVLUTRS82,30117.1415722,True,,False
8cdD4XwRpnoRfp49RRRpmZaA3pCcepeAZY,30100.81387739,True,10 years,False
8P6GLTbAQea8RW7ESbhajo7s19r9kcPAVj,30096.24587348,True,,False
8PvV8eQE3F71oqLXCkqzuUKxqDD1nTix2c,30096.02816822,True,,False
8MbfPg3brTsVhZTamc2wEGAoyRktLWnykX,30088.97684986,True,,False
