address,balance,mnAddress
dJEbxbfufyPF14SC93yxiquECEfq4YSd9L,273713999.9999,False
dZcHjYhKtEM88TtZLjp314H2xZjkztXtRc,10088392.89608917,False
dP9GB7r5BHHqeNjGQr3GKVhd56PiXesBCh,3772040.69122174,False
8HneKgGDnvrYRBkyRA4uTmyEAR9DXWNJHJ,1309091.19675399,True
8R4RbWzW2ntoSFR2gw4qjFENkmDvXXUNYK,1307636.38205783,True
8GZvfoSDk1hW2BQKziUqzghEErKciuxVb3,1307170.9315748,True
8KNAr7DFGHYWjhbYWzttR3imJEKSbBg3ED,1305795.93158025,True
8PNruTxeVCQVKVVAEn2DjpAPY72ZHQpLjA,1297846.24279759,True
8FqapPqJPtfu5x8Q8z5r5qHNoemsQJoCat,1297811.11826172,True
8aHx6hKWzsBDhzWhJXoH5MT9bXBonk8XAi,1296446.12125669,True
8NeXnnxfaiYJVkrP9AfHPyphNUu1nekAhj,1291270.97527197,True
8Jq5mGaDhjjvzwDBZ1KJByanhPDznY83zq,1290760.93500938,True
8YJooCF2HUJek69RR76TYdoYcLsP1993nU,1290760.86726688,True
8Jwby2zCyPjX363JJzxYfKR2HwMCe73w5t,1290265.943617,True
8Sf5iz19CttuRTnkVCucTLcSKtzj34vNQm,1290146.05011975,True
8eK97Mv7GcqkBTuTyRWD4kCBX3Nxk6pg4Y,1289935.8710445,True
8LbEfZ6S3Ly76o3uHNr9p8DdX8BmWMk7bQ,1288435.95998207,True
8YGok1UussFwLQDhqCy6GCCVsPpb5wWKd5,1285900.9979993,True
8crsgK9L83SbbETxGEQXai72j9FDqkpj9E,1285606.04056547,True
8aNtjfQD3NnyGWrR3LbrurSinY5rUZdJ2H,1284370.95053667,True
8TS5zi3c9UGtKR45hDfHR15kkcpoctGw6L,1282930.85174353,True
8bPQdtuwZ7JAswvVdeFg2Nq96XaLAPXxFS,1282660.85943091,True
8FQdYATtGcZxSxhM1zYPzBfvEoCZmhSET9,1281460.92054661,True
8U54a5imXzwp3osKe8TpwnyVk33DiKdT6K,1280591.0863759,True
8KS5Hw1Mz35uEkd82m8aLDJp5Uy9k3A7bJ,1280230.80422494,True
8XADV3upkWt4jGs1oz8cTBqXskvy3D5nGg,1280200.79452701,True
8NbXcEs1tuUuR3Du3evz79p6yvPLfPg2wR,1279780.75355017,True
8XXrVgJFY8199ekPnJWDjdpRTzG5D5rf85,1279255.83973248,True
8SETdZBDqdUhYMmv7pbFQaCYB7LeDD1M5W,1279195.78350036,True
8F6NQtuNqwhngMn8Jk1k3J6fWYCukR1NtG,1279126.03473207,True
8GZEEWSzJGzfh6aZeryyqhkJswpRxJrKez,1278955.94588837,True
8W899pWMwVPLCa1tECtoizqtNxCe9sV13X,1278295.7100579,True
8Qqobg9LcFmqjV4iYAcvB2VbKnUGR6YKsM,1278190.74792224,True
8GPH7wa9DGnaEa8BvkYmEZpmLQXhxfCi9e,1278160.82996711,True
8VEi8C7L52qEQhzkhyM1BC4qSjqy2ftvoe,1276330.83278052,True
8RUNjYgCHkT56t4C38YaaDvUQcY4HozdcD,1275535.65776518,True
8ThhzS3R94B866Qz2g9bGWWWQc3sVMKzyM,1274575.64087064,True
8ZMnyvoSichvQcjiyM5Do1nobvnnkdwCgJ,1274366.05655234,True
8L4umCQLBRg2xoFgdBqzKPPuSEn83xdZP4,1274235.89919755,True
8HoNzZ8LndkQzUh8TgJgHsv7ifBvvqXBLc,1273720.92230192,True
8WUgJm5o4TaxHisjT9xyvHAvUu3JTpiLUh,1273330.95154101,True
8KeqjdnWoaMuX6cTic3j93qDH3WGctFnEn,1273095.73424262,True
8RYkRt7dBMap1UdvApxwD7WCDvTDycd7YX,1271995.66126053,True
8MrRPm5H5PkLmsBLN3q1nEQWFdUbAWp99z,1270585.88839218,True
8cp8r3kdCW14o7vA5VZRmumCFRad48YDVp,1270210.90952218,True
8b4v3aXuNidKUryW78YjwGRAebPMZKGpUZ,1268590.79557811,True
8NfpDRogMAB3gZdPgucHNDg8ZCr5hoBmN8,1268175.86486507,True
8YUCDthLYBco5sLpLCsQanMLU4e7WH7Hid,1267211.22047923,True
8P2PVK7X7gW92f81xkKmqdrh8M5SWNdcmx,1266970.88137239,True
8PpuU4SYebFRiaTN5pQSkDeVRYFrPnxW6x,1266805.64683241,True
8Vm3MFM8BnV8VBraZdbx2Qt5ga4hn9iLBH,1266070.73159292,True
8J3WVMy5PanG47WXQpCXkUopLTZXwXWq8g,1265035.67952419,True
8d15sQSdmA2dsVBJDRpZtTBhw6m9QGfuHc,1262620.68492462,True
8UtmC49EVXMbc6PW35NfmQqtnkenV7KJHJ,1256130.87138926,True
8ZHhstXFWpC8L6Nq1DEHfQPbSJ5os2Wcta,1255690.67008422,True
8d28hCPmDBvUzEtLx1pTffDyZx6hyTAdfb,1252255.78279285,True
