address,balance,mnAddressAPI,timelock,mnAddressCakeAPI
dZcHjYhKtEM88TtZLjp314H2xZjkztXtRc,25573991.454798,False,,False
dXHVx3w3rMLiw38iJ57VmS8kL4KSVa71yG,15000000.0,False,,False
dRPtJCcMqjTcf1nQ1opoHZWnQ9bqW5peqN,9499999.99999832,False,,False
df1qen2yeezhpr0hc6n6nee5ylm97udmhzyufu0rkv,6325441.76096717,False,,False
dRdfdw59dUeMTCmdT5MbSAounrCvT5fxH3,5691051.47150063,False,,False
dMm6uUAEmV1vzyC2DRmqkLQN9f1LAACGpK,2991350.61619488,False,,False
dUQBfuUtCbswFg7aeJBdrjMVNz9vC7N2ak,1499999.9999916,False,,False
8RPZm7SVUNhGN1RgGY3R92rvRkZBwETrCX,1000000.0,True,,False
8KRsoeCRKHUFFmAGGJbRBAgraXiUPUVuXn,1000000.0,True,,False
8PuErAcazqccCVzRcc8vJ3wFaZGm4vFbLe,1000000.0,True,,False
df1qgwqfl5mtjx07t7xyu4v6yragng5gdr8gc6mrk8,982280.49953049,False,,False
dZFYejknFdHMHNfHMNQAtwihzvq7DkzV49,800000.00001,False,,False
dF3GuAWUE3jy59Ncw9i9Hr54bHRZMPu2bf,709910.44344326,False,,False
dHxnJ5rikrzFSLe7UA72B6k7tP2H2mUdiX,540705.45934162,False,,False
dagcgtKmgXA3dMybXJHvG8U6ctiGLP4uCW,414767.0638641,False,,False
df1q9pvu207lqax0t2ydpqk33d3xae9tys94rz6u23,408356.51780382,False,,False
dcLFFYWUtaLrxcsxjnJMmbPyXQvwcwHHiY,380678.91392125,False,,False
df1q8r0jcc6zkxc449qajcclex99pmeddflwve7hw5,324511.25859514,False,,False
df1qyterunymayfcmhm7s8mt7vyrxt805vf99sknld,294399.29090437,False,,False
df1qp530rjj8p0yan5wxnqvn2ssnhmedm024zpjs69,266979.15989802,False,,False
daXaJBkM8GFq6DDKqb7HjgBtaNGXAwbpnh,224657.7091051,False,,False
df1qjmt66ngfltqruhtqry2vp4ph6uk97x9awgngs8,214657.47780041,False,,False
dENTuSVpNQwXnhbPGgoknHMhobZWQFVuzs,189594.75215874,False,,False
8GwyM6zpSzzqB8QEwYkPWeQjcBriHD2Jkz,163850.34017051,False,,False
dc366ULwHkrJqxgV551dHDQJmoHShXNQi5,106698.58397001,False,,False
dKBmtc4qNS9U4wvrS7LDikXhVehsnAAgrA,105003.14241043,False,,False
df1qf9qw2v8n8xhnd6430np7vepe66ggx4v3puz578,102686.64461575,False,,False
dGz4ds66pLNbn2vMncxB7n3bmSnmovPg7W,84423.95429928,False,,False
dEncJd9k9QxWbYCivvdn19buq3AoU3Jf84,79487.04431719,False,,False
df1qxgy09lv5sc6rmg57jldm8zavzkgr2kyn3vegx9,78746.22844639,False,,False
df1q0e59kaln98hmneavspwj3rne6v2t5saaav8xlr,63615.60595532,False,,False
dFYfUUnzfZBXYsDg8xYi9VKy99gh2TbtCK,63084.44057549,False,,False
dPoQqrVH4DF6yojazNYANqqGUaLSDbdXAu,58984.42637266,False,,False
dQqAbf7KWtWmom4H5ZQNxyNUtTkLZvqihV,58951.93863369,False,,False
dRyecANfBeUev14W1rBpfB3oWL1yswHEwU,58862.06386246,False,,False
daFZ1LzMRYMnb8KpGoCmfTwnM776suToXr,58861.476581,False,,False
df1qf3uzneu45f67wamgavwq4s4l8c6l5hj4xw47dv,55001.79998461,False,,False
dW7UtZyMbnp5hprbBF7xzL4BpkQp6B489a,54739.04018781,False,,False
8Proq458GqiGXgpchDUCsnzwvEZUkcvYe6,49465.9286137,True,10 years,False
8UUMkr1EYqU7k3U4rVcWXBZVMEBLbVn7Xu,41312.54340496,True,,False
8SYMR5DF2nyRy9PwhcdmHcmvP3gh6swopD,40981.79541619,False,,False
8GH6afcAGA6C4yyWmuzwYtc2b31A5pHkDS,38264.51447548,True,10 years,False
dV1kT4qQpVS6dV354HMhqQmpS5E2f6KVnU,37499.99890664,False,,False
df1qqqst2la7vu694lpszazyyt5zts9pjupfyrw6xc,35351.57608945,False,,False
8ZGXkMUQqQJTCGRapmWtWXFaZDQNnVTps3,34633.9584528,True,10 years,False
8FLCrK8nkk4m7juASw5JFadK7tU8sesrth,34565.30071236,True,10 years,False
df1ql8xuemdmxl0tpffq5qnyypqenkn62g8vhx2c7l,33226.33377198,False,,False
8YoEGoLx5GRNygB3HeYxg3TaKDgKsHMAYu,31164.26758959,True,,False
dc8HNaZpek8ebs1GNJk3LVxfDwbmZ95D5A,31087.4119,False,,False
8USd9PsouZFhTQymRzMG1JhNFEUqTcfpGu,30819.15078007,True,,False
8XExrDbhYJJ6gB9amgfmzcPMU2r3BRT1UZ,30761.79294881,True,,False
8THicrgGdGj11wnsXjv44y4gjkwa4JgqSj,30564.08549525,True,10 years,False
8HGLtTsRSsRTUgU8HXfUwS4gFXx3K33tn6,30501.58870033,True,,False
8M5heVSsMmvLe9YfzkgvyhesvVoFfcdbSF,30498.68117833,True,10 years,False
8SbVHktwHDvRsrxK4DmYpBuQH8jsgbLV85,30296.8880492,True,,False
8cLQDVDC8TgwgGTpwoGhetWY5MHexpJU1n,30242.27085288,True,,False
8Ukn7qcrR8eR5CLQ1MHqfniHHtXbREZZqA,30204.94221237,True,10 years,False
8KZ2MHXiwDiZb7eZ1GLrbwQru6nhPp1u8Z,30138.12313413,True,,False
8Gb9Gv41MWxKuRjzGRSmkiHBXEURYgvmnB,30135.47541102,True,10 years,False
8Pvh346yxof21Rm2icAxPx8m1Bbr17Snks,30109.45704235,True,,False
8VEjgZFGg4g2HM8eGZAmNEZhp7s3ucYo8Z,30058.79036943,True,,False
8dCvHbMD8gvmWXCX5GxyfJuYNo51b9E9Cf,30051.11291512,True,10 years,False
8TAHuWtTNac6H1RWeL48Y86YRPRDBdutcY,30041.72013779,True,,False
8dTu3vyqMbP8rnQgzPkZjJGBprokAX7yCW,30025.77631474,True,,False
8Jh5Bwon2zsGUWNPrsR7chV4eHZDPwCEXg,30017.08659818,True,,False
